train_loss_step,epoch,step,train_loss_epoch,train_accuracy
0.6859371066093445,0,0,,
0.685376763343811,0,1,,
0.736221432685852,0,2,,
0.6955161094665527,0,3,,
0.6793472766876221,0,4,,
0.7320899963378906,0,5,,
0.6783571243286133,0,6,,
0.6955749988555908,0,7,,
0.6855976581573486,0,8,,
0.7401310205459595,0,9,,
0.6690777540206909,0,10,,
0.6817580461502075,0,11,,
0.634738564491272,0,12,,
0.8261165022850037,0,13,,
0.6863818168640137,0,14,,
0.6768620014190674,0,15,,
0.6462516784667969,0,16,,
0.8422273397445679,0,17,,
0.6934365034103394,0,18,,
0.6477961540222168,0,19,,
0.7740048766136169,0,20,,
0.7165525555610657,0,21,,
0.6824195981025696,0,22,,
0.6596482396125793,0,23,,
0.6718016862869263,0,24,,
0.765925407409668,0,25,,
0.6707918643951416,0,26,,
0.6708139181137085,0,27,,
0.6244418621063232,0,28,,
0.7898879051208496,0,29,,
0.6686621308326721,0,30,,
0.6516924500465393,0,31,,
0.7460896968841553,0,32,,
0.759238600730896,0,33,,
0.6956932544708252,0,34,,
0.6685078144073486,0,35,,
0.6652421951293945,0,36,,
0.6658543944358826,0,37,,
0.6462308168411255,0,38,,
0.7557098865509033,0,39,,
0.6601637601852417,0,40,,
0.7449841499328613,0,41,,
0.7045652270317078,0,42,,
0.6594880819320679,0,43,,
0.7024041414260864,0,44,,
0.726273775100708,0,45,,
0.6843529939651489,0,46,,
0.675045371055603,0,47,,
0.7194606065750122,0,48,,
0.6777663230895996,0,49,,
0.6535605192184448,0,50,,
0.6284841895103455,0,51,,
0.627589225769043,0,52,,
0.8336739540100098,0,53,,
0.6268726587295532,0,54,,
0.8276280760765076,0,55,,
0.6293723583221436,0,56,,
0.6038697957992554,0,57,,
0.8485881090164185,0,58,,
0.720710813999176,0,59,,
0.7208362817764282,0,60,,
0.6756235957145691,0,61,,
0.6658450365066528,0,62,,
0.7263703346252441,0,63,,
0.718063473701477,0,64,,
0.6654012203216553,0,65,,
0.7209411859512329,0,66,,
0.7278407216072083,0,67,,
0.6862705945968628,0,68,,
0.6821625232696533,0,69,,
0.6953575611114502,0,70,,
0.6688032746315002,0,71,,
0.7297191619873047,0,72,,
0.7074293494224548,0,73,,
0.6731312274932861,0,74,,
0.6731058955192566,0,75,,
0.6749135255813599,0,76,,
0.6632910966873169,0,77,,
0.7404046058654785,0,78,,
0.7122795581817627,0,79,,
0.6788375377655029,0,80,,
0.6925352215766907,0,81,,
0.6766411066055298,0,82,,
0.6829249858856201,0,83,,
0.6504412293434143,0,84,,
0.7261555790901184,0,85,,
0.6996933221817017,0,86,,
0.7051386833190918,0,87,,
0.674697995185852,0,88,,
0.731214165687561,0,89,,
0.6972235441207886,0,90,,
0.6673257946968079,0,91,,
0.663853645324707,0,92,,
0.576707661151886,0,93,,
1.0110448598861694,0,94,,
0.6881158351898193,0,95,,
0.6709075570106506,0,96,,
0.6890584230422974,0,97,,
0.7242435812950134,0,98,,
0.7700471878051758,0,99,,
0.675146222114563,0,100,,
0.6801026463508606,0,101,,
0.6716907024383545,0,102,,
0.6106774210929871,0,103,,
0.6044259071350098,0,104,,
0.6114442348480225,0,105,,
0.4136425256729126,0,106,,
0.21680009365081787,0,107,,
1.6517679691314697,0,108,,
0.6308993101119995,0,109,,
0.7521414160728455,0,110,,
0.7480978965759277,0,111,,
0.6685258150100708,0,112,,
0.649706244468689,0,113,,
0.7557768821716309,0,114,,
0.6310807466506958,0,115,,
0.6904540061950684,0,116,,
0.8914088606834412,0,117,,
0.7078226208686829,0,118,,
0.7077013254165649,0,119,,
0.6799360513687134,0,120,,
0.739215612411499,0,121,,
0.7194304466247559,0,122,,
0.6165276765823364,0,123,,
0.5370447635650635,0,124,,
0.6199883818626404,0,125,,
0.9289862513542175,0,126,,
1.0139905214309692,0,127,,
0.7117862701416016,0,128,,
0.714103639125824,0,129,,
0.7107995748519897,0,130,,
0.7126570343971252,0,131,,
0.7040228843688965,0,132,,
0.697296142578125,0,133,,
0.6870192289352417,0,134,,
0.6432000398635864,0,135,,
0.703546404838562,0,136,,
0.6919419169425964,0,137,,
0.6298209428787231,0,138,,
0.694392740726471,0,139,,
0.6794350743293762,0,140,,
0.6556819081306458,0,141,,
0.7041270136833191,0,142,,
0.7492090463638306,0,143,,
0.6915022134780884,0,144,,
0.6867781281471252,0,145,,
0.7081124186515808,0,146,,
0.7041957378387451,0,147,,
0.6623880863189697,0,148,,
0.6519928574562073,0,149,,
0.6917039752006531,0,150,,
0.652684211730957,0,151,,
0.7095228433609009,0,152,,
0.6643258929252625,0,153,,
